GENE,CHR,STRAND,START,STOP,SIZE
ZGRF1,4,-,113460488,113558151,97664
ZHX1,8,-,124260689,124287781,27093
ZHX1-C8orf76,8,-,124238428,124286727,48300
ZHX2,8,+,123793900,123986755,192856
ZHX3,20,-,39807088,39928739,121652
ZIC1,3,+,147127180,147134506,7327
ZIC2,13,+,100634025,100639019,4995
ZIC3,X,+,136648345,136654259,5915
ZIC4,3,-,147103834,147124596,20763
ZIC5,13,-,100615274,100624178,8905
ZIK1,19,+,58095627,58103758,8132
ZIM2,19,-,57285922,57352097,66176
ZIM2-AS1,19,+,57276689,57311014,34326
ZIM3,19,-,57645463,57656570,11108
ZKSCAN1,7,+,99613194,99639312,26119
ZKSCAN2,16,-,25247321,25268855,21535
ZKSCAN3,6,+,28317690,28336954,19265
ZKSCAN4,6,-,28212489,28220002,7514
ZKSCAN5,7,+,99102272,99131445,29174
ZKSCAN7,3,+,44596666,44624956,28291
ZKSCAN8,6,+,28109687,28127250,17564
ZMAT1,X,-,101137259,101187039,49781
ZMAT2,5,+,140080031,140086239,6209
ZMAT3,3,-,178735010,178789656,54647
ZMAT4,8,-,40388110,40755343,367234
ZMAT5,22,-,30126944,30162969,36026
ZMIZ1,10,+,80828791,81076285,247495
ZMIZ1-AS1,10,-,80703082,80827205,124124
ZMIZ2,7,+,44788164,44809479,21316
ZMPSTE24,1,+,40723721,40759856,36136
ZMYM1,1,+,35525386,35581459,56074
ZMYM2,13,+,20532809,20665984,133176
ZMYM3,X,-,70459473,70475047,15575
ZMYM4,1,+,35734567,35887545,152979
ZMYM5,13,-,20397623,20437776,40154
ZMYM6,1,-,35451766,35497569,45804
ZMYM6NB,1,-,35447126,35450948,3823
ZMYND10,3,-,50378536,50383156,4621
ZMYND11,10,+,180404,300577,120174
ZMYND12,1,-,42896000,42921938,25939
ZMYND15,17,+,4643309,4649414,6106
ZMYND19,9,-,140476530,140484937,8408
ZMYND8,20,-,45837858,45985633,147776
ZNF10,12,+,133707213,133736049,28837
ZNF100,19,-,21906842,21950430,43589
ZNF101,19,+,19778961,19794315,15355
ZNF106,15,-,42704634,42783395,78762
ZNF107,7,+,64126460,64171960,45501
ZNF112,19,-,44830705,44860856,30152
ZNF114,19,+,48773355,48790865,17511
ZNF117,7,-,64434829,64451414,16586
ZNF12,7,-,6728063,6746566,18504
ZNF121,19,-,9676291,9695209,18919
ZNF124,1,-,247285276,247335319,50044
ZNF131,5,+,43121002,43176426,55425
ZNF132,19,-,58944180,58951589,7410
ZNF133,20,+,18268926,18297640,28715
ZNF134,19,+,58125829,58133636,7808
ZNF135,19,+,58570606,58581110,10505
ZNF136,19,+,12273871,12300064,26194
ZNF137P,19,+,53099936,53103405,3470
ZNF138,7,+,64254765,64314178,59414
ZNF14,19,-,19821280,19843921,22642
ZNF140,12,+,133656788,133684258,27471
ZNF141,4,+,331595,367691,36097
ZNF142,2,-,219502639,219524355,21717
ZNF143,11,+,9482511,9550071,67561
ZNF146,19,+,36705503,36729675,24173
ZNF148,3,-,124944512,125094198,149687
ZNF154,19,-,58207642,58220579,12938
ZNF155,19,+,44488321,44502477,14157
ZNF157,X,+,47229998,47273098,43101
ZNF16,8,-,146155743,146176274,20532
ZNF160,19,-,53569866,53606687,36822
ZNF165,6,+,28048481,28057340,8860
ZNF169,9,+,97021547,97064111,42565
ZNF17,19,+,57922528,57933307,10780
ZNF174,16,+,3451189,3459364,8176
ZNF175,19,+,52074530,52092991,18462
ZNF177,19,+,9473695,9493293,19599
ZNF18,17,-,11880761,11900689,19929
ZNF180,19,-,44978644,45004575,25932
ZNF181,19,+,35225479,35233774,8296
ZNF182,X,-,47834249,47863394,29146
ZNF184,6,-,27418520,27440897,22378
ZNF185,X,+,152082985,152142025,59041
ZNF189,9,+,104161135,104172942,11808
ZNF19,16,-,71507975,71523254,15280
ZNF192P1,6,+,28129538,28137373,7836
ZNF195,11,-,3379156,3400452,21297
ZNF197,3,+,44666510,44689963,23454
ZNF197-AS1,3,-,44658619,44666289,7671
ZNF2,2,+,95831161,95850064,18904
ZNF20,19,-,12242167,12251222,9056
ZNF200,16,-,3272324,3285457,13134
ZNF202,11,-,123594634,123612391,17758
ZNF204P,6,-,27325601,27343153,17553
ZNF205,16,+,3162562,3170518,7957
ZNF205-AS1,16,-,3160460,3165599,5140
ZNF207,17,+,30677156,30697468,20313
ZNF208,19,-,22148896,22193745,44850
ZNF211,19,+,58144534,58154147,9614
ZNF212,7,+,148936741,148952700,15960
ZNF213,16,+,3185056,3192805,7750
ZNF213-AS1,16,-,3175529,3184883,9355
ZNF214,11,-,7020548,7041586,21039
ZNF215,11,+,6947653,6979278,31626
ZNF217,20,-,52183609,52199636,16028
ZNF219,14,-,21558204,21572863,14660
ZNF22,10,+,45496272,45500777,4506
ZNF221,19,+,44455374,44471752,16379
ZNF222,19,+,44529493,44537262,7770
ZNF223,19,+,44556163,44572147,15985
ZNF224,19,+,44598481,44612479,13999
ZNF225,19,+,44617547,44637255,19709
ZNF226,19,+,44669214,44681838,12625
ZNF227,19,+,44716680,44741421,24742
ZNF229,19,-,44930422,44952766,22345
ZNF23,16,-,71481502,71496117,14616
ZNF230,19,+,44507076,44518072,10997
ZNF232,17,-,5009030,5026397,17368
ZNF233,19,+,44764032,44779470,15439
ZNF234,19,+,44645709,44664462,18754
ZNF235,19,-,44790500,44809178,18679
ZNF236,18,+,74536115,74682682,146568
ZNF239,10,-,44051792,44070066,18275
ZNF24,18,-,32912177,32924426,12250
ZNF248,10,-,38065453,38147012,81560
ZNF25,10,-,38238794,38265453,26660
ZNF250,8,-,146102335,146126846,24512
ZNF251,8,-,145946293,145980970,34678
ZNF252P,8,-,146198974,146228285,29312
ZNF252P-AS1,8,+,146228196,146231432,3237
ZNF253,19,+,19976713,20004293,27581
ZNF254,19,+,24216206,24312769,96564
ZNF256,19,-,58452200,58459077,6878
ZNF257,19,+,22235265,22273903,38639
ZNF26,12,+,133562933,133589154,26222
ZNF260,19,-,37001588,37019248,17661
ZNF263,16,+,3333486,3341459,7974
ZNF264,19,+,57702867,57734214,31348
ZNF266,19,-,9523101,9546254,23154
ZNF267,16,+,31885078,31928629,43552
ZNF268,12,+,133757994,133783697,25704
ZNF271P,18,+,32870235,32890730,20496
ZNF273,7,+,64363619,64391955,28337
ZNF274,19,+,58694355,58724928,30574
ZNF275,X,+,152599612,152618384,18773
ZNF276,16,+,89786775,89807332,20558
ZNF277,7,+,111846642,111983989,137348
ZNF28,19,-,53300660,53324922,24263
ZNF280A,22,-,22868060,22874624,6565
ZNF280B,22,-,22838771,22863505,24735
ZNF280C,X,-,129336672,129402922,66251
ZNF280D,15,-,56922373,57026284,103912
ZNF281,1,-,200374074,200379186,5113
ZNF282,7,+,148892576,148923339,30764
ZNF283,19,+,44331443,44353050,21608
ZNF284,19,+,44576296,44591623,15328
ZNF285,19,-,44889807,44905777,15971
ZNF286A,17,+,15602890,15624100,21211
ZNF286B,17,-,18561741,18585572,23832
ZNF287,17,-,16453630,16472520,18891
ZNF292,6,+,87865268,87973406,108139
ZNF295-AS1,21,+,43429302,43445029,15728
ZNF296,19,-,45574757,45579688,4932
ZNF3,7,-,99661469,99680171,18703
ZNF30,19,+,35417806,35436076,18271
ZNF300,5,-,150273953,150284545,10593
ZNF300P1,5,-,150309997,150326146,16150
ZNF302,19,+,35168543,35177302,8760
ZNF304,19,+,57862641,57871265,8625
ZNF30-AS1,19,-,35413918,35417730,3813
ZNF311,6,-,28962593,28973037,10445
ZNF316,7,+,6676952,6697910,20959
ZNF317,19,+,9251055,9274091,23037
ZNF318,6,-,43303807,43337181,33375
ZNF319,16,-,58028572,58033762,5191
ZNF32,10,-,44139306,44144326,5021
ZNF320,19,-,53379424,53394599,15176
ZNF321P,19,-,53430387,53445847,15461
ZNF322,6,-,26634610,26659980,25371
ZNF324,19,+,58978411,58984945,6535
ZNF324B,19,+,58962970,58969199,6230
ZNF326,1,+,90460677,90494094,33418
ZNF329,19,-,58637694,58662148,24455
ZNF32-AS1,10,+,44139319,44140495,1177
ZNF32-AS2,10,+,44141389,44143467,2079
ZNF32-AS3,10,+,44124264,44170147,45884
ZNF330,4,+,142142040,142155850,13811
ZNF331,19,+,54024176,54083523,59348
ZNF333,19,+,14800851,14844558,43708
ZNF334,20,-,45128268,45142198,13931
ZNF335,20,-,44577291,44600833,23543
ZNF337,20,-,25653830,25677540,23711
ZNF33A,10,+,38299577,38348995,49419
ZNF33B,10,-,43084554,43133992,49439
ZNF33BP1,10,-,38082865,38084103,1239
ZNF34,8,-,145997608,146012730,15123
ZNF341,20,+,32319565,32380075,60511
ZNF341-AS1,20,-,32375178,32398905,23728
ZNF343,20,-,2462465,2505168,42704
ZNF345,19,+,37341259,37384120,42862
ZNF346,5,+,176449696,176493745,44050
ZNF347,19,-,53641956,53662322,20367
ZNF35,3,+,44690232,44702283,12052
ZNF350,19,-,52467592,52490079,22488
ZNF350-AS1,19,+,52452386,52484620,32235
ZNF354A,5,-,178138521,178157703,19183
ZNF354B,5,+,178286953,178311424,24472
ZNF354C,5,+,178487606,178507691,20086
ZNF358,19,+,7581003,7585911,4909
ZNF362,1,+,33722173,33766320,44148
ZNF365,10,+,64133915,64431771,297857
ZNF366,5,-,71739233,71803249,64017
ZNF367,9,-,99148224,99180669,32446
ZNF37A,10,+,38383263,38412278,29016
ZNF37BP,10,-,43008960,43048318,39359
ZNF382,19,+,37096206,37119499,23294
ZNF383,19,+,37717365,37734574,17210
ZNF384,12,-,6775642,6798738,23097
ZNF385A,12,-,54762912,54785089,22178
ZNF385B,2,-,180306710,180726232,419523
ZNF385C,17,-,40177593,40190044,12452
ZNF385D,3,-,21462489,21792816,330328
ZNF385D-AS1,3,+,21584280,21621451,37172
ZNF385D-AS2,3,+,21998630,22021320,22691
ZNF391,6,+,27356523,27369227,12705
ZNF394,7,-,99090853,99097877,7025
ZNF395,8,-,28203101,28243977,40877
ZNF396,18,-,32946660,32957301,10642
ZNF397,18,+,32820993,32838397,17405
ZNF398,7,+,148823507,148880118,56612
ZNF404,19,-,44376514,44384288,7775
ZNF407,18,+,72342918,72777628,434711
ZNF408,11,+,46722316,46727466,5151
ZNF41,X,-,47305560,47342345,36786
ZNF410,14,+,74353317,74398991,45675
ZNF414,19,-,8575461,8579048,3588
ZNF415,19,-,53611131,53636173,25043
ZNF416,19,-,58082933,58090243,7311
ZNF417,19,-,58417141,58427984,10844
ZNF418,19,-,58433251,58446740,13490
ZNF419,19,+,57999078,58006048,6971
ZNF420,19,+,37569381,37620651,51271
ZNF423,16,-,49524514,49891830,367317
ZNF425,7,-,148799877,148823438,23562
ZNF426,19,-,9638680,9649321,10642
ZNF428,19,-,44111375,44124014,12640
ZNF429,19,+,21688436,21721079,32644
ZNF43,19,-,21987750,22034870,47121
ZNF430,19,+,21203425,21242852,39428
ZNF431,19,+,21324839,21368805,43967
ZNF432,19,-,52536676,52552073,15398
ZNF433,19,-,12125531,12146525,20995
ZNF436,1,-,23685940,23696357,10418
ZNF436-AS1,1,+,23695463,23698330,2868
ZNF438,10,-,31133564,31320866,187303
ZNF439,19,+,11976843,11980306,3464
ZNF44,19,-,12382624,12405714,23091
ZNF440,19,+,11925106,11946016,20911
ZNF441,19,+,11877814,11894893,17080
ZNF442,19,-,12460184,12476475,16292
ZNF443,19,-,12540519,12551926,11408
ZNF444,19,+,56652534,56672262,19729
ZNF445,3,-,44481261,44519162,37902
ZNF446,19,+,58987794,58992597,4804
ZNF449,X,+,134478695,134497338,18644
ZNF45,19,-,44416775,44439411,22637
ZNF451,6,+,56954807,57035098,80292
ZNF454,5,+,178368193,178393218,25026
ZNF460,19,+,57791852,57805436,13585
ZNF461,19,-,37128282,37157755,29474
ZNF462,9,+,109625377,109773796,148420
ZNF467,7,-,149461452,149470295,8844
ZNF468,19,-,53341784,53360902,19119
ZNF469,16,+,88493878,88507165,13288
ZNF470,19,+,57078889,57094262,15374
ZNF471,19,+,57019211,57040269,21059
ZNF473,19,+,50529211,50552031,22821
ZNF474,5,+,121465214,121489266,24053
ZNF479,7,-,57187325,57207571,20247
ZNF48,16,+,30389632,30411429,21798
ZNF480,19,+,52800421,52829180,28760
ZNF483,9,+,114287438,114340124,52687
ZNF484,9,-,95607312,95640320,33009
ZNF485,10,+,44101854,44113352,11499
ZNF486,19,+,20278022,20311299,33278
ZNF487,10,+,43932573,43978007,45435
ZNF488,10,+,48355088,48373866,18779
ZNF490,19,-,12686919,12721623,34705
ZNF491,19,+,11909390,11919306,9917
ZNF492,19,+,22817125,22850472,33348
ZNF493,19,+,21579920,21610296,30377
ZNF496,1,-,247463621,247495045,31425
ZNF497,19,-,58865722,58874214,8493
ZNF500,16,-,4800814,4817166,16353
ZNF501,3,+,44771097,44778575,7479
ZNF502,3,+,44754134,44765323,11190
ZNF503,10,-,77039483,77161652,122170
ZNF503-AS1,10,+,77056140,77121436,65297
ZNF503-AS2,10,+,77161285,77168740,7456
ZNF506,19,-,19903519,19932560,29042
ZNF507,19,+,32836513,32878573,42061
ZNF510,9,-,99518146,99540328,22183
ZNF511,10,+,135122422,135126666,4245
ZNF512,2,+,27805835,27846082,40248
ZNF512B,20,-,62588056,62601223,13168
ZNF513,2,-,27600097,27603611,3515
ZNF514,2,-,95813399,95825263,11865
ZNF516,18,-,74069636,74207146,137511
ZNF517,8,+,146024260,146034529,10270
ZNF518A,10,+,97889471,97923517,34047
ZNF518B,4,-,10441503,10459032,17530
ZNF519,18,-,14075988,14132489,56502
ZNF521,18,-,22641887,22932214,290328
ZNF524,19,+,56111729,56114504,2776
ZNF525,19,+,53868967,53889841,20875
ZNF526,19,+,42724491,42732353,7863
ZNF527,19,+,37862058,37883966,21909
ZNF528,19,+,52901120,52921657,20538
ZNF528-AS1,19,-,52892092,52901010,8919
ZNF529,19,-,37034516,37096178,61663
ZNF529-AS1,19,+,37063971,37085618,21648
ZNF530,19,+,58111252,58119637,8386
ZNF532,18,+,56530060,56653709,123650
ZNF534,19,+,52934666,52955192,20527
ZNF536,19,+,30863327,31048965,185639
ZNF540,19,+,38042272,38105079,62808
ZNF541,19,-,48023941,48059113,35173
ZNF542P,19,+,56879467,56891196,11730
ZNF543,19,+,57831864,57842144,10281
ZNF544,19,+,58740069,58775008,34940
ZNF546,19,+,40502942,40526948,24007
ZNF547,19,+,57874890,57890925,16036
ZNF548,19,+,57901217,57913919,12703
ZNF549,19,+,58038692,58052244,13553
ZNF550,19,-,58053203,58071231,18029
ZNF551,19,+,58193336,58201169,7834
ZNF552,19,-,58318449,58326281,7833
ZNF554,19,+,2819871,2836733,16863
ZNF555,19,+,2841432,2860472,19041
ZNF556,19,+,2867332,2878503,11172
ZNF557,19,+,7069470,7087978,18509
ZNF558,19,-,8920381,8933565,13185
ZNF559,19,+,9434447,9454521,20075
ZNF559-ZNF177,19,+,9434901,9493293,58393
ZNF560,19,-,9577030,9609279,32250
ZNF561,19,-,9718001,9731916,13916
ZNF561-AS1,19,+,9732157,9745538,13382
ZNF562,19,-,9759337,9785776,26440
ZNF563,19,-,12428303,12444534,16232
ZNF564,19,-,12636183,12662356,26174
ZNF565,19,-,36672961,36705986,33026
ZNF566,19,-,36936020,36980804,44785
ZNF567,19,+,37178513,37212238,33726
ZNF568,19,+,37407230,37488834,81605
ZNF569,19,-,37902059,37958339,56281
ZNF57,19,+,2900895,2918474,17580
ZNF570,19,+,37958673,37976260,17588
ZNF571,19,-,38055154,38085693,30540
ZNF571-AS1,19,+,38039850,38078248,38399
ZNF572,8,+,125985538,125991630,6093
ZNF573,19,-,38229202,38270230,41029
ZNF574,19,+,42580289,42585720,5432
ZNF575,19,+,44037339,44040284,2946
ZNF576,19,+,44100543,44104587,4045
ZNF577,19,-,52359055,52391229,32175
ZNF578,19,+,52956828,53020131,63304
ZNF579,19,-,56088890,56092211,3322
ZNF580,19,+,56152391,56154836,2446
ZNF581,19,+,56154985,56156989,2005
ZNF582,19,-,56894647,56904889,10243
ZNF582-AS1,19,+,56905044,56910544,5501
ZNF583,19,+,56915382,56936400,21019
ZNF584,19,+,58920062,58929692,9631
ZNF585A,19,-,37638339,37663643,25305
ZNF585B,19,-,37672480,37701451,28972
ZNF586,19,+,58281019,58291984,10966
ZNF587,19,+,58361180,58376491,15312
ZNF587B,19,+,58341661,58357606,15946
ZNF589,3,+,48282595,48312479,29885
ZNF592,15,+,85291817,85349663,57847
ZNF593,1,+,26496387,26497364,978
ZNF594,17,-,5082830,5095178,12349
ZNF595,4,+,53178,88099,34922
ZNF596,8,+,182136,197340,15205
ZNF597,16,-,3486109,3493490,7382
ZNF598,16,-,2047652,2059822,12171
ZNF599,19,-,35248978,35264134,15157
ZNF600,19,-,53268747,53290034,21288
ZNF605,12,-,133498018,133532892,34875
ZNF606,19,-,58488440,58514714,26275
ZNF607,19,-,38187263,38210691,23429
ZNF608,5,-,123972609,124080805,108197
ZNF609,15,+,64791618,64978266,186649
ZNF610,19,+,52839497,52870376,30880
ZNF611,19,-,53206065,53238307,32243
ZNF613,19,+,52430687,52449011,18325
ZNF614,19,-,52516576,52531680,15105
ZNF615,19,-,52494586,52511483,16898
ZNF616,19,-,52617652,52643191,25540
ZNF618,9,+,116638561,116818875,180315
ZNF619,3,+,40518603,40531728,13126
ZNF620,3,+,40547529,40559712,12184
ZNF621,3,+,40566368,40581285,14918
ZNF622,5,-,16451627,16465894,14268
ZNF623,8,+,144718182,144735900,17719
ZNF624,17,-,16524047,16557167,33121
ZNF625,19,-,12255708,12267546,11839
ZNF625-ZNF20,19,-,12242167,12267546,25380
ZNF626,19,-,20802744,20844402,41659
ZNF627,19,+,11708234,11729974,21741
ZNF628,19,+,55987698,55995854,8157
ZNF629,16,-,30789769,30798523,8755
ZNF630,X,-,47917566,47931025,13460
ZNF630-AS1,X,+,47915698,47925970,10273
ZNF638,2,+,71558884,71662191,103308
ZNF639,3,+,179041550,179053320,11771
ZNF641,12,-,48733792,48745029,11238
ZNF644,1,-,91380856,91487812,106957
ZNF645,X,+,22291029,22292576,1548
ZNF646,16,+,31085742,31094833,9092
ZNF648,1,-,182023704,182030847,7144
ZNF649,19,-,52392487,52408305,15819
ZNF649-AS1,19,+,52391277,52403717,12441
ZNF652,17,-,47366567,47439835,73269
ZNF653,19,-,11594241,11616738,22498
ZNF654,3,+,88188261,88193814,5554
ZNF655,7,+,99156044,99174076,18033
ZNF658,9,-,40771401,40792112,20712
ZNF658B,9,-,39443813,41609544,2165732
ZNF660,3,+,44626455,44637557,11103
ZNF662,3,+,42947401,42960825,13425
ZNF663P,20,-,45085131,45086282,1152
ZNF664,12,+,124457761,124499986,42226
ZNF664-FAM101A,12,+,124457761,124800570,342810
ZNF665,19,-,53666551,53696619,30069
ZNF667,19,-,56950692,56988770,38079
ZNF667-AS1,19,+,56989242,57006805,17564
ZNF668,16,-,31072163,31085641,13479
ZNF669,1,-,247263263,247267674,4412
ZNF670,1,-,247197939,247242115,44177
ZNF670-ZNF695,1,-,247108848,247242115,133268
ZNF671,19,-,58231118,58238995,7878
ZNF672,1,+,249132529,249143714,11186
ZNF674,X,-,46357159,46404892,47734
ZNF674-AS1,X,+,46404924,46407910,2987
ZNF675,19,-,23835707,23870017,34311
ZNF676,19,-,22361902,22379753,17852
ZNF677,19,-,53738637,53758111,19475
ZNF678,1,+,227751219,227865144,113926
ZNF679,7,+,63688851,63727309,38459
ZNF680,7,-,63980254,64023505,43252
ZNF681,19,-,23921996,23941693,19698
ZNF682,19,-,20115226,20150277,35052
ZNF683,1,-,26688124,26699266,11143
ZNF684,1,+,40997232,41013841,16610
ZNF687,1,+,151254790,151264381,9592
ZNF688,16,-,30581018,30583728,2711
ZNF689,16,-,30613878,30622096,8219
ZNF69,19,+,11998669,12025365,26697
ZNF691,1,+,43312243,43318146,5904
ZNF692,1,-,249144202,249153315,9114
ZNF695,1,-,247108848,247171395,62548
ZNF696,8,+,144373558,144382120,8563
ZNF697,1,-,120161999,120190390,28392
ZNF699,19,-,9405985,9415795,9811
ZNF7,8,+,146052902,146072893,19992
ZNF70,22,-,24083771,24093279,9509
ZNF700,19,+,12035882,12061588,25707
ZNF701,19,+,53073525,53090427,16903
ZNF702P,19,-,53471503,53496784,25282
ZNF703,8,+,37553300,37556396,3097
ZNF704,8,-,81540685,81787016,246332
ZNF705A,12,+,8325149,8332642,7494
ZNF705B,8,+,7783858,7809935,26078
ZNF705D,8,+,11946846,11973025,26180
ZNF705E,11,-,71525090,71532593,7504
ZNF705G,8,-,7215497,7220490,4994
ZNF706,8,-,102209265,102218292,9028
ZNF707,8,+,144766621,144777555,10935
ZNF708,19,-,21473961,21512241,38281
ZNF709,19,-,12571997,12595632,23636
ZNF71,19,+,57106663,57135544,28882
ZNF710,15,+,90544722,90625432,80711
ZNF711,X,+,84498996,84528368,29373
ZNF713,7,+,55980330,56008433,28104
ZNF714,19,+,21264952,21307883,42932
ZNF716,7,+,57509882,57533265,23384
ZNF717,3,-,75779111,75834734,55624
ZNF718,4,+,53192,196095,142904
ZNF720,16,+,31724549,31772886,48338
ZNF721,4,-,433772,492960,59189
ZNF724P,19,-,23406606,23433172,26567
ZNF726,19,+,24097683,24116769,19087
ZNF727,7,+,63505820,63538927,33108
ZNF728,19,-,23157684,23186010,28327
ZNF729,19,+,22469251,22499978,30728
ZNF730,19,+,23299776,23330014,30239
ZNF732,4,-,264463,289944,25482
ZNF733P,7,-,62751669,62764434,12766
ZNF735,7,+,63667580,63680668,13089
ZNF736,7,+,63774250,63817012,42763
ZNF737,19,-,20720797,20748626,27830
ZNF738,19,+,21541734,21571384,29651
ZNF74,22,+,20748404,20762753,14350
ZNF740,12,+,53574534,53584654,10121
ZNF746,7,-,149169883,149194898,25016
ZNF747,16,-,30542778,30546194,3417
ZNF749,19,+,57946692,57957191,10500
ZNF750,17,-,80787309,80797931,10623
ZNF75A,16,+,3355405,3368576,13172
ZNF75D,X,-,134382535,134478012,95478
ZNF76,6,+,35227490,35263764,36275
ZNF761,19,+,53935226,53961515,26290
ZNF763,19,+,12075868,12091198,15331
ZNF764,16,-,30565084,30569642,4559
ZNF765,19,+,53898396,53915262,16867
ZNF766,19,+,52772823,52795976,23154
ZNF767P,7,-,149244244,149321881,77638
ZNF768,16,-,30535321,30537910,2590
ZNF77,19,-,2933215,2944969,11755
ZNF770,15,-,35270541,35280497,9957
ZNF771,16,+,30418734,30429916,11183
ZNF772,19,-,57980953,57988938,7986
ZNF773,19,+,58011308,58019510,8203
ZNF774,15,+,90895476,90904715,9240
ZNF775,7,+,150076405,150095719,19315
ZNF776,19,+,58258163,58269527,11365
ZNF777,7,-,149128453,149158053,29601
ZNF778,16,+,89284110,89295965,11856
ZNF780A,19,-,40575058,40596845,21788
ZNF780B,19,-,40534166,40562115,27950
ZNF781,19,-,38158649,38183216,24568
ZNF782,9,-,99579272,99616389,37118
ZNF783,7,+,148959261,148982085,22825
ZNF784,19,-,56132106,56135941,3836
ZNF785,16,-,30591993,30597092,5100
ZNF786,7,-,148766732,148787869,21138
ZNF787,19,-,56598728,56632742,34015
ZNF788,19,+,12203077,12225494,22418
ZNF789,7,+,99070514,99085217,14704
ZNF79,9,+,130186652,130207651,21000
ZNF790,19,-,37309223,37341689,32467
ZNF790-AS1,19,+,37288451,37319013,30563
ZNF791,19,+,12721731,12740676,18946
ZNF792,19,-,35447257,35454953,7697
ZNF793,19,+,37997840,38034239,36400
ZNF793-AS1,19,-,37988062,37997989,9928
ZNF799,19,-,12500827,12512088,11262
ZNF8,19,+,58790317,58807254,16938
ZNF80,3,-,113953479,113956425,2947
ZNF800,7,-,127010353,127032767,22415
ZNF804A,2,+,185463092,185804214,341123
ZNF804B,7,+,88388752,88966346,577595
ZNF805,19,+,57752052,57774106,22055
ZNF808,19,+,53030908,53059303,28396
ZNF81,X,+,47696300,47781655,85356
ZNF812,19,-,9800813,9811493,10681
ZNF813,19,+,53970988,53997546,26559
ZNF814,19,-,58380746,58400442,19697
ZNF815P,7,+,5862790,5894066,31277
ZNF816,19,-,53452631,53466164,13534
ZNF816-ZNF321P,19,-,53430387,53466164,35778
ZNF818P,19,+,53716200,53719355,3156
ZNF821,16,-,71893582,71918093,24512
ZNF823,19,-,11832079,11849824,17746
ZNF826P,19,-,20578625,20607771,29147
ZNF827,4,-,146681887,146859607,177721
ZNF829,19,-,37379025,37407193,28169
ZNF83,19,-,53115617,53193834,78218
ZNF830,17,+,33288548,33290205,1658
ZNF831,20,+,57766074,57834167,68094
ZNF833P,19,+,11784812,11797384,12573
ZNF835,19,-,57174019,57183123,9105
ZNF836,19,-,52658124,52674896,16773
ZNF837,19,-,58878989,58892389,13401
ZNF839,14,+,102783713,102809511,25799
ZNF84,12,+,133613871,133639890,26020
ZNF841,19,-,52567718,52599018,31301
ZNF843,16,-,31446884,31454348,7465
ZNF844,19,+,12175545,12188626,13082
ZNF845,19,+,53837001,53858122,21122
ZNF846,19,-,9868150,9879410,11261
ZNF847P,1,-,227884732,227885408,677
ZNF85,19,+,21106058,21133503,27446
ZNF850,19,-,37234379,37263716,29338
ZNF852,3,-,44540461,44552132,11672
ZNF853,7,+,6655526,6663921,8396
ZNF860,3,+,32023265,32033228,9964
ZNF862,7,+,149535508,149564568,29061
ZNF865,19,+,56124958,56129907,4950
ZNF876P,4,+,206388,249773,43386
ZNF878,19,-,12154619,12163782,9164
ZNF879,5,+,178450775,178461388,10614
ZNF880,19,+,52873169,52889046,15878
ZNF883,9,-,115759399,115774472,15074
ZNF890P,7,-,5160940,5184177,23238
ZNF891,12,-,133696554,133707059,10506
ZNF90,19,+,20188802,20231977,43176
ZNF91,19,-,23540497,23578362,37866
ZNF92,7,+,64838711,64866048,27338
ZNF93,19,+,20011721,20046382,34662
ZNF98,19,-,22573898,22605148,31251
ZNF99,19,-,22934984,22966973,31990
ZNFX1,20,-,47862438,47894756,32319
ZNHIT1,7,+,100860984,100867471,6488
ZNHIT2,11,-,64883874,64885170,1297
ZNHIT3,17,+,34842470,34855154,12685
ZNHIT6,1,-,86115105,86174116,59012
ZNRD1,6,+,30029016,30032686,3671
ZNRD1-AS1,6,-,29968787,30028961,60175
